longitude,latitude,ground_speed
72.964631,20.407682,8.333333
72.965102,20.409373,11.111111
72.965889,20.413771,9.444444
72.965676,20.414667,9.166667
72.965493,20.415524,0
72.965271,20.416464,10.833333
72.964782,20.418402,10.555556
72.96348,20.423329,11.388889
72.962427,20.427336,11.111111
72.961609,20.430138,10.555556
72.961089,20.431891,0
72.960884,20.432716,9.166667
72.960671,20.435404,10
72.961449,20.439249,8.888889
72.961876,20.44092,0
72.961929,20.441918,11.111111
72.962013,20.446124,3.888889
72.96208,20.447704,11.388889
72.961409,20.452538,9.166667
72.959329,20.456424,8.333333
72.956773,20.460869,11.111111
72.95624,20.461702,0
72.955742,20.46262,10.833333
72.95304,20.466833,10.555556
72.950524,20.470962,0
72.950524,20.470962,9.722222
72.950378,20.471849,10.833333
72.950209,20.473982,11.388889
72.95012,20.475078,10.277778
72.94992,20.477147,11.388889
72.949044,20.481358,11.944444
72.946418,20.484984,11.111111
72.946418,20.484984,11.111111
72.946098,20.485711,3.055556
72.946236,20.486102,5.277778
72.946738,20.486902,5
72.947151,20.491787,0
72.947151,20.491787,10
72.947,20.492696,10.277778
72.946813,20.493544,8.888889
72.945329,20.497107,8.888889
72.94372,20.499518,2.222222
72.94372,20.499518,2.222222
72.943671,20.499816,3.888889
72.943827,20.500282,6.666667
72.944124,20.50154,0
72.944116,20.501811,4.166667
72.944013,20.502567,2.222222
72.943702,20.502616,1.944444
72.943556,20.503129,4.444444
72.94316,20.504422,6.944444
72.942858,20.506767,11.944444
72.944298,20.511033,13.333333
72.945169,20.51322,0
72.945991,20.514027,12.222222
72.946978,20.51468,12.777778
72.949844,20.516604,12.5
72.953871,20.519427,11.944444
72.957413,20.522296,12.5
72.95864,20.524296,13.055556
72.958862,20.525462,13.055556
72.959009,20.527944,0
72.959009,20.527944,13.888889
72.959084,20.529142,11.944444
72.959427,20.532069,10.555556
72.959924,20.53296,11.944444
72.961502,20.535809,11.944444
72.961542,20.536829,10.555556
72.961204,20.537742,11.666667
72.960556,20.538647,11.944444
72.958787,20.541422,11.666667
72.957747,20.54564,0
72.957747,20.54564,11.111111
72.957502,20.546649,11.111111
72.957276,20.547642,11.111111
72.956253,20.552453,11.388889
72.955764,20.554538,12.222222
72.954818,20.558551,9.722222
72.954658,20.559236,0
72.954582,20.559513,1.944444
72.954462,20.560798,9.166667
72.95452,20.561642,9.722222
72.954764,20.564564,1.944444
72.954782,20.5646,0
72.954796,20.564711,3.333333
72.955244,20.569329,11.666667
72.95552,20.572624,12.5
72.955636,20.573851,0
72.955733,20.575173,14.722222
72.954796,20.579049,14.166667
72.953644,20.583024,12.222222
72.952347,20.587536,12.222222
72.950844,20.592578,13.333333
72.950613,20.593869,0
72.950729,20.595287,15.555556
72.951227,20.596604,14.722222
72.952027,20.597693,14.444444
72.953009,20.598489,12.5
72.956129,20.600713,13.333333
72.960222,20.603662,13.611111
72.961182,20.604542,13.888889
72.961729,20.605758,15
72.962089,20.606969,12.222222
72.96224,20.608056,13.055556
72.962004,20.611444,0
72.962004,20.611444,12.777778
72.961724,20.612624,13.333333
72.96144,20.613813,13.055556
72.961258,20.614884,10.833333
72.961067,20.615951,12.777778
72.960084,20.620756,13.055556
72.959044,20.625456,13.888889
72.960267,20.630569,13.055556
72.960609,20.631642,12.5
72.960862,20.632736,0
72.9608,20.633847,11.944444
72.960449,20.634927,12.5
72.959,20.639182,12.222222
72.958396,20.641416,12.222222
72.957373,20.645689,11.111111
72.956413,20.649804,12.5
72.955529,20.651909,0
72.954569,20.652624,12.777778
72.953627,20.653316,11.666667
72.95208,20.654789,12.5
72.951773,20.655913,12.5
72.951836,20.656489,12.5
72.951982,20.661067,13.055556
72.950364,20.665693,13.611111
72.949858,20.668062,13.611111
72.950187,20.669347,15.277778
72.950844,20.672029,0
72.950844,20.672029,15
72.951089,20.67324,13.055556
72.950791,20.676822,13.888889
72.951613,20.677782,13.888889
72.955156,20.679578,13.611111
72.95916,20.681618,15
72.963791,20.684429,14.444444
72.966453,20.686989,0
72.966453,20.686989,12.777778
72.967284,20.687858,13.055556
72.970871,20.691344,13.611111
72.974724,20.694707,13.055556
72.978782,20.697524,13.611111
72.983018,20.699978,12.777778
72.984147,20.700413,0
72.985178,20.70104,12.5
72.989129,20.702824,10
72.99328,20.705053,11.944444
72.99708,20.707227,0
72.99708,20.707227,1.944444
72.997453,20.707693,0
72.997453,20.707693,0
72.997453,20.707693,0
72.997453,20.707693,0
